RECORDING_SESSION_LABEL	TRIAL_INDEX	CURRENT_MSG_TEXT	CURRENT_MSG_TIME	TRIAL_START_TIME	ScannerPulseTime	emotion
pilot07	1	TRIALID 0	-55	8549997	8545161	Unpleasant
pilot07	1	RECCFG CR 500 2 1 R	-1	8549997	8545161	Unpleasant
pilot07	1	ELCLCFG MLRR	-1	8549997	8545161	Unpleasant
pilot07	1	GAZE_COORDS 0.00 0.00 1919.00 1079.00	-1	8549997	8545161	Unpleasant
pilot07	1	THRESHOLDS R 70 216	-1	8549997	8545161	Unpleasant
pilot07	1	ELCL_WINDOW_SIZES 176 188 0 0	-1	8549997	8545161	Unpleasant
pilot07	1	CAMERA_LENS_FOCAL_LENGTH 38.00	-1	8549997	8545161	Unpleasant
pilot07	1	PUPIL_DATA_TYPE RAW_AUTOSLIP	-1	8549997	8545161	Unpleasant
pilot07	1	ELCL_PROC ELLIPSE  (5)	-1	8549997	8545161	Unpleasant
pilot07	1	ELCL_EFIT_PARAMS 1.01 4.00  0.15 0.05  0.65 0.65  0.00 0.00 0.30	-1	8549997	8545161	Unpleasant
pilot07	1	!MODE RECORD CR 500 2 1 R	0	8549997	8545161	Unpleasant
pilot07	1	RESET_VARS	63	8549997	8545161	Unpleasant
pilot07	1	FIXATION_SCREEN	112	8549997	8545161	Unpleasant
pilot07	1	FIX_TIMER	1087	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 1	1112	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 2	1146	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 3	1179	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 4	1212	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 5	1246	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 6	1279	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 7	1312	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 8	1346	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 9	1380	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 10	1413	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 11	1446	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 12	1480	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 13	1513	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 14	1546	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 15	1580	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 16	1613	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 17	1647	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 18	1680	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 19	1713	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 20	1747	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 21	1780	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 22	1813	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 23	1847	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 24	1880	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 25	1913	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 26	1947	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 27	1980	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 28	2013	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 29	2047	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 30	2080	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 31	2113	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 32	2147	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 33	2180	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 34	2213	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 35	2247	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 36	2280	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 37	2313	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 38	2347	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 39	2380	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 40	2413	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 41	2447	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 42	2480	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 43	2514	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 44	2548	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 45	2581	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 46	2614	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 47	2648	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 48	2681	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 49	2714	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 50	2748	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 51	2781	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 52	2814	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 53	2848	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 54	2881	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 55	2914	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 56	2948	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 57	2981	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 58	3014	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 59	3048	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 60	3081	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 61	3114	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 62	3148	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 63	3181	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 64	3215	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 65	3248	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 66	3281	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 67	3315	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 68	3348	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 69	3381	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 70	3415	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 71	3448	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 72	3481	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 73	3515	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 74	3548	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 75	3582	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 76	3615	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 77	3648	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 78	3682	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 79	3715	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 80	3748	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 81	3782	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 82	3815	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 83	3849	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 84	3882	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 85	3915	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 86	3949	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 87	3982	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 88	4015	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 89	4049	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 90	4082	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 91	4115	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 92	4149	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 93	4182	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 94	4216	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 95	4249	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 96	4282	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 97	4316	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 98	4349	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 99	4382	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 100	4416	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 101	4449	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 102	4482	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 103	4516	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 104	4549	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 105	4583	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 106	4616	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 107	4649	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 108	4683	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 109	4716	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 110	4749	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 111	4783	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 112	4816	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 113	4850	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 114	4883	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 115	4916	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 116	4950	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 117	4966	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 118	4999	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 119	5050	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 120	5066	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 121	5099	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 122	5134	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 123	5167	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 124	5200	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 125	5234	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 126	5267	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 127	5300	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 128	5334	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 129	5367	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 130	5400	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 131	5434	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 132	5467	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 133	5500	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 134	5534	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 135	5567	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 136	5600	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 137	5634	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 138	5667	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 139	5700	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 140	5734	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 141	5767	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 142	5800	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 143	5834	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 144	5867	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 145	5900	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 146	5934	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 147	5967	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 148	6000	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 149	6034	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 150	6068	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 151	6101	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 152	6135	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 153	6168	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 154	6201	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 155	6235	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 156	6268	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 157	6301	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 158	6335	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 159	6368	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 160	6401	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 161	6435	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 162	6468	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 163	6501	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 164	6535	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 165	6568	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 166	6601	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 167	6635	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 168	6668	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 169	6701	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 170	6735	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 171	6768	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 172	6801	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 173	6835	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 174	6868	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 175	6901	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 176	6935	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 177	6968	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 178	7001	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 179	7035	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 180	7069	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 181	7102	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 182	7136	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 183	7169	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 184	7202	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 185	7236	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 186	7269	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 187	7302	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 188	7336	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 189	7369	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 190	7402	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 191	7436	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 192	7469	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 193	7502	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 194	7536	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 195	7569	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 196	7602	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 197	7636	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 198	7669	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 199	7702	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 200	7736	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 201	7769	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 202	7802	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 203	7836	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 204	7869	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 205	7902	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 206	7936	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 207	7969	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 208	8003	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 209	8036	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 210	8070	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 211	8103	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 212	8137	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 213	8170	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 214	8203	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 215	8237	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 216	8270	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 217	8303	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 218	8337	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 219	8370	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 220	8403	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 221	8437	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 222	8470	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 223	8503	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 224	8537	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 225	8570	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 226	8603	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 227	8637	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 228	8670	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 229	8703	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 230	8737	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 231	8770	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 232	8803	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 233	8837	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 234	8870	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 235	8903	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 236	8937	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 237	8970	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 238	9003	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 239	9037	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 240	9071	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 241	9104	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 242	9138	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 243	9171	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 244	9204	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 245	9238	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 246	9271	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 247	9304	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 248	9338	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 249	9371	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 250	9404	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 251	9438	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 252	9471	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 253	9504	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 254	9538	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 255	9571	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 256	9604	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 257	9638	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 258	9671	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 259	9704	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 260	9738	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 261	9771	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 262	9804	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 263	9838	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 264	9871	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 265	9904	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 266	9938	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 267	9972	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 268	10004	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 269	10038	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 270	10072	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 271	10105	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 272	10139	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 273	10172	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 274	10205	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 275	10239	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 276	10272	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 277	10305	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 278	10339	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 279	10372	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 280	10405	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 281	10439	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 282	10472	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 283	10505	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 284	10539	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 285	10572	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 286	10605	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 287	10639	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 288	10672	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 289	10705	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 290	10739	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 291	10772	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 292	10805	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 293	10839	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 294	10872	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 295	10905	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 296	10938	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 297	10972	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 298	11006	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 299	11040	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 300	11073	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 301	11106	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 302	11140	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 303	11173	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 304	11206	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 305	11240	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 306	11273	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 307	11306	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 308	11339	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 309	11373	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 310	11406	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 311	11440	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 312	11473	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 313	11506	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 314	11540	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 315	11573	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 316	11606	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 317	11640	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 318	11673	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 319	11706	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 320	11739	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 321	11773	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 322	11806	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 323	11839	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 324	11873	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 325	11906	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 326	11940	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 327	11974	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 328	12007	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 329	12040	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 330	12074	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 331	12107	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 332	12140	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 333	12174	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 334	12207	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 335	12241	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 336	12274	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 337	12307	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 338	12341	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 339	12374	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 340	12407	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 341	12440	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 342	12474	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 343	12507	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 344	12540	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 345	12574	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 346	12607	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 347	12640	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 348	12674	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 349	12707	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 350	12741	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 351	12774	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 352	12807	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 353	12840	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 354	12874	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 355	12907	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 356	12940	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 357	12974	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 358	13008	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 359	13042	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 360	13075	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 361	13108	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 362	13142	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 363	13175	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 364	13208	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 365	13241	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 366	13275	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 367	13308	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 368	13341	8549997	8545161	Unpleasant
pilot07	1	Frame to be displayed 369	13375	8549997	8545161	Unpleasant
