RECORDING_SESSION_LABEL	TRIAL_INDEX	CURRENT_MSG_TEXT	CURRENT_MSG_TIME	TRIAL_START_TIME	ScannerPulseTime	emotion	imagetype
pilot_5	1	TRIALID 0	-56	6619852	6678692	Unpleasant	Prac
pilot_5	1	RECCFG CR 500 2 1 R	-2	6619852	6678692	Unpleasant	Prac
pilot_5	1	ELCLCFG MLRR	-2	6619852	6678692	Unpleasant	Prac
pilot_5	1	GAZE_COORDS 0.00 0.00 1919.00 1079.00	-2	6619852	6678692	Unpleasant	Prac
pilot_5	1	THRESHOLDS R 67 210	-2	6619852	6678692	Unpleasant	Prac
pilot_5	1	ELCL_WINDOW_SIZES 176 188 0 0	-2	6619852	6678692	Unpleasant	Prac
pilot_5	1	CAMERA_LENS_FOCAL_LENGTH 38.00	-2	6619852	6678692	Unpleasant	Prac
pilot_5	1	PUPIL_DATA_TYPE RAW_AUTOSLIP	-2	6619852	6678692	Unpleasant	Prac
pilot_5	1	ELCL_PROC ELLIPSE  (5)	-2	6619852	6678692	Unpleasant	Prac
pilot_5	1	ELCL_EFIT_PARAMS 1.01 4.00  0.15 0.05  0.65 0.65  0.00 0.00 0.30	-2	6619852	6678692	Unpleasant	Prac
pilot_5	1	!MODE RECORD CR 500 2 1 R	-1	6619852	6678692	Unpleasant	Prac
pilot_5	1	RESET_VARS	57	6619852	6678692	Unpleasant	Prac
pilot_5	1	FIXATION_SCREEN	112	6619852	6678692	Unpleasant	Prac
pilot_5	1	FIX_TIMER	1088	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 1	1113	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 2	1146	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 3	1180	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 4	1213	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 5	1246	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 6	1280	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 7	1313	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 8	1347	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 9	1380	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 10	1413	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 11	1447	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 12	1480	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 13	1513	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 14	1547	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 15	1580	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 16	1614	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 17	1647	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 18	1681	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 19	1714	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 20	1747	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 21	1781	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 22	1814	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 23	1847	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 24	1881	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 25	1914	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 26	1947	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 27	1981	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 28	2014	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 29	2047	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 30	2081	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 31	2114	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 32	2147	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 33	2181	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 34	2214	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 35	2247	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 36	2281	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 37	2314	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 38	2347	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 39	2381	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 40	2414	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 41	2447	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 42	2482	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 43	2514	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 44	2548	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 45	2582	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 46	2615	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 47	2648	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 48	2682	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 49	2715	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 50	2748	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 51	2782	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 52	2815	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 53	2848	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 54	2882	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 55	2915	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 56	2948	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 57	2982	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 58	3015	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 59	3048	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 60	3082	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 61	3115	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 62	3148	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 63	3182	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 64	3215	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 65	3248	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 66	3282	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 67	3315	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 68	3349	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 69	3382	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 70	3415	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 71	3449	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 72	3482	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 73	3515	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 74	3549	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 75	3582	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 76	3615	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 77	3649	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 78	3682	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 79	3716	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 80	3749	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 81	3782	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 82	3816	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 83	3849	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 84	3882	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 85	3916	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 86	3949	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 87	3982	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 88	4016	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 89	4049	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 90	4083	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 91	4116	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 92	4149	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 93	4183	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 94	4216	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 95	4249	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 96	4283	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 97	4316	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 98	4350	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 99	4383	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 100	4416	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 101	4450	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 102	4483	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 103	4516	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 104	4550	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 105	4583	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 106	4616	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 107	4650	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 108	4683	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 109	4717	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 110	4750	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 111	4783	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 112	4817	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 113	4850	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 114	4883	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 115	4917	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 116	4950	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 117	4983	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 118	5017	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 119	5050	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 120	5067	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 121	5100	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 122	5134	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 123	5167	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 124	5201	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 125	5234	6619852	6678692	Unpleasant	Prac
pilot_5	1	Frame to be displayed 126	5268	6619852	6678692	Unpleasant	Prac
